,NumberOfInstances,LogNumberOfInstances,NumberOfClasses,NumberOfFeatures,LogNumberOfFeatures,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,NumberOfMissingValues,PercentageOfMissingValues,NumberOfNumericFeatures,NumberOfCategoricalFeatures,RatioNumericalToNominal,RatioNominalToNumerical,DatasetRatio,LogDatasetRatio,InverseDatasetRatio,LogInverseDatasetRatio,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD,SymbolsMin,SymbolsMax,SymbolsMean,SymbolsSTD,SymbolsSum,KurtosisMin,KurtosisMax,KurtosisMean,KurtosisSTD,SkewnessMin,SkewnessMax,SkewnessMean,SkewnessSTD,ClassEntropy
714,125.0,4.8283137373023015,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.6666666666666666,1.5,0.032,-3.4420193761824103,31.25,3.4420193761824107,0.392,0.608,0.5,0.10799999999999998,3.0,3.0,3.0,0.0,6.0,-0.4417903268577734,-0.432778345235171,-0.4372843360464722,0.004505990811301208,-0.6303750305840203,-0.011478823461179951,-0.3209269270226001,0.3094481035614202,0.9660780975952254
715,1000.0,6.907755278982137,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.025,-3.6888794541139363,40.0,3.6888794541139363,0.443,0.557,0.5,0.05700000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9906049558738161
716,100.0,4.605170185988092,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.5,-0.6931471805599453,2.0,0.6931471805599453,0.38,0.62,0.5,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9580420222262997
717,508.0,6.230481447578482,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.01968503937007874,-3.927896354584436,50.8,3.927896354584436,0.43700787401574803,0.562992125984252,0.5,0.06299212598425197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9885202681730657
718,1000.0,6.907755278982137,2.0,100.0,4.605170185988092,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,0.01,0.1,-2.3025850929940455,10.0,2.302585092994046,0.436,0.564,0.5,0.06399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9881489563064276
719,137.0,4.919980925828125,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.6,1.6666666666666667,0.051094890510948905,-2.9740707767728116,19.571428571428573,2.9740707767728116,0.31386861313868614,0.6861313868613139,0.5,0.1861313868613139,2.0,4.0,2.5,0.8660254037844386,10.0,-0.7975941764019963,23.388172000026415,7.377819560811332,11.321882050063081,-0.636204887135227,4.105526626482776,1.042576683024021,2.1691697337985443,0.8975887507715623
720,4177.0,8.337348564497175,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.5,0.2857142857142857,0.0019152501795547043,-6.2579070228173395,522.125,6.2579070228173395,0.4982044529566675,0.5017955470433325,0.5,0.0017955470433325127,3.0,3.0,3.0,0.0,3.0,-0.04685725781261718,75.93309871329375,11.018514540260009,26.50236596981285,-0.6396434615451078,3.127693679207538,0.6201459731268175,1.1590732625814555,0.9999906975135883
721,200.0,5.298317366548036,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.05,-2.995732273553991,20.0,2.995732273553991,0.485,0.515,0.5,0.015000000000000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993506898146104
722,15000.0,9.615805480084347,2.0,48.0,3.871201010907891,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,48.0,0.020833333333333332,0.0032,-5.744604469176456,312.5,5.744604469176457,0.3360666666666667,0.6639333333333334,0.5,0.16393333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9210049486251755
723,1000.0,6.907755278982137,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.025,-3.6888794541139363,40.0,3.6888794541139363,0.453,0.547,0.5,0.047000000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9936167534536142
724,468.0,6.148468295917647,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.00641025641025641,-5.049856007249537,156.0,5.049856007249537,0.4444444444444444,0.5555555555555556,0.5,0.05555555555555558,9.0,9.0,9.0,0.0,9.0,-1.2142857142857142,-1.2008879023307437,-1.2075868083082288,0.006698905977485237,0.0,0.0,0.0,0.0,0.9910760598382222
725,8192.0,9.010913347279288,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,0.0009765625,-6.931471805599453,1024.0,6.931471805599453,0.4036865234375,0.5963134765625,0.5,0.0963134765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9730662661337471
726,100.0,4.605170185988092,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.05,-2.995732273553991,20.0,2.995732273553991,0.4,0.6,0.5,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709505944546688
727,40768.0,10.615652738931836,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.0002452904238618524,-8.313067645937789,4076.8,8.313067645937789,0.4991169544740973,0.5008830455259027,0.5,0.0008830455259026815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999977500599352
728,4052.0,8.306965865368573,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.0017275419545903258,-6.361055716313261,578.8571428571429,6.361055716313261,0.23963474827245804,0.760365251727542,0.5,0.260365251727542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.794432350758128
729,44.0,3.784189633918261,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.06818181818181818,-2.6855773452501515,14.666666666666666,2.6855773452501515,0.38636363636363635,0.6136363636363636,0.5,0.11363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9624127354629922
730,250.0,5.521460917862246,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.02,-3.912023005428146,50.0,3.912023005428146,0.476,0.524,0.5,0.02400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9983373765218819
731,96.0,4.564348191467836,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.041666666666666664,-3.1780538303479458,24.0,3.1780538303479458,0.4895833333333333,0.5104166666666666,0.5,0.010416666666666657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996868924868422
732,250.0,5.521460917862246,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.2,-1.6094379124341003,5.0,1.6094379124341003,0.468,0.532,0.5,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9970433402104211
733,209.0,5.342334251964811,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.16666666666666666,0.028708133971291867,-3.550574782736756,34.833333333333336,3.550574782736756,0.2679425837320574,0.7320574162679426,0.5,0.2320574162679426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8384968566397271
734,13750.0,9.528794103094718,2.0,40.0,3.6888794541139363,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,40.0,0.025,0.002909090909090909,-5.839914648980781,343.75,5.839914648980781,0.42385454545454543,0.5761454545454545,0.5,0.07614545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9832048570341375
735,8192.0,9.010913347279288,2.0,12.0,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,12.0,0.08333333333333333,0.00146484375,-6.5260066974912885,682.6666666666666,6.5260066974912885,0.3023681640625,0.6976318359375,0.5,0.1976318359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8841664897438647
736,111.0,4.709530201312334,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.02702702702702703,-3.6109179126442243,37.0,3.6109179126442243,0.4774774774774775,0.5225225225225225,0.5,0.022522522522522515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9985358500505678
737,3107.0,8.041412909393047,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.16666666666666666,0.0019311232700354038,-6.249653440164993,517.8333333333334,6.249653440164993,0.4959768265207596,0.5040231734792404,0.5,0.004023173479240416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999532967890264
740,1000.0,6.907755278982137,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.01,-4.605170185988091,100.0,4.605170185988092,0.44,0.56,0.5,0.060000000000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9895875212220555
741,1024.0,6.931471805599453,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,2.0,0.001953125,-6.238324625039508,512.0,6.238324625039508,0.4970703125,0.5029296875,0.5,0.0029296875,4.0,4.0,4.0,0.0,4.0,-0.12881361326285212,-0.12881361326285212,-0.12881361326285212,0.0,0.7248782647048582,0.7248782647048582,0.7248782647048582,0.0,0.9999752343565645
742,500.0,6.214608098422191,2.0,100.0,4.605170185988092,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,100.0,0.01,0.2,-1.6094379124341003,5.0,1.6094379124341003,0.434,0.566,0.5,0.06599999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9873944843383377
743,1000.0,6.907755278982137,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.005,-5.298317366548036,200.0,5.298317366548036,0.457,0.543,0.5,0.04300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9946583178227807
744,250.0,5.521460917862246,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.02,-3.912023005428146,50.0,3.912023005428146,0.436,0.564,0.5,0.06399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9881489563064276
745,159.0,5.0689042022202315,2.0,15.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,7.0,0.14285714285714285,0.09433962264150944,-2.3608540011180215,10.6,2.3608540011180215,0.33962264150943394,0.660377358490566,0.5,0.16037735849056603,6.0,6.0,6.0,0.0,6.0,-0.8350162886282191,5.509811851769003,0.989432174071173,1.5700721395534778,-0.9833530600591195,2.68460608233467,0.6591335239970336,0.8012355807432625,0.9244571409964927
746,250.0,5.521460917862246,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.1,-2.3025850929940455,10.0,2.302585092994046,0.428,0.572,0.5,0.07199999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9849900098451575
748,163.0,5.093750200806762,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.03067484662576687,-3.484312288372662,32.6,3.484312288372662,0.2883435582822086,0.7116564417177914,0.5,0.2116564417177914,2.0,2.0,2.0,0.0,4.0,-0.5573825340750043,10.643151470733622,3.5466154885248677,5.038482117860077,-0.5226872292779569,2.9517152898828822,1.1612621053116514,1.420416727310094,0.8665718875829345
749,500.0,6.214608098422191,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.01,-4.605170185988091,100.0,4.605170185988092,0.474,0.526,0.5,0.026000000000000023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9980485963165613
750,500.0,6.214608098422191,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.014,-4.268697949366879,71.42857142857143,4.268697949366879,0.492,0.508,0.5,0.008000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998153271549208
751,1000.0,6.907755278982137,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.01,-4.605170185988091,100.0,4.605170185988092,0.44,0.56,0.5,0.060000000000000026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9895875212220555
752,8192.0,9.010913347279288,2.0,32.0,3.4657359027997265,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,32.0,0.03125,0.00390625,-5.545177444479562,256.0,5.545177444479562,0.49609375,0.50390625,0.5,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999559719934967
753,194.0,5.267858159063328,2.0,32.0,3.4657359027997265,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,32.0,0.03125,0.16494845360824742,-1.8021222562636017,6.0625,1.8021222562636017,0.4639175257731959,0.5360824742268041,0.5,0.03608247422680411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962401135461777
754,100.0,4.605170185988092,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.05,-2.995732273553991,20.0,2.995732273553991,0.46,0.54,0.5,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953784388202258
755,62.0,4.127134385045092,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.08064516129032258,-2.517696472610991,12.4,2.517696472610991,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
756,159.0,5.0689042022202315,2.0,15.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,15.0,0.06666666666666667,0.09433962264150944,-2.3608540011180215,10.6,2.3608540011180215,0.33962264150943394,0.660377358490566,0.5,0.16037735849056603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9244571409964927
758,67.0,4.204692619390966,2.0,15.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,7.0,0.14285714285714285,0.22388059701492538,-1.4966424182887559,4.466666666666667,1.496642418288756,0.26865671641791045,0.7313432835820896,0.5,0.23134328358208955,67.0,67.0,67.0,0.0,67.0,2.977816748325857,61.99439792917207,20.23685916191651,20.553660837646973,1.8425458556741618,7.998977295888409,3.8628454112883355,2.1353007621065463,0.8395304981054318
759,66.0,4.189654742026425,2.0,12.0,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,5.5,0.18181818181818182,0.18181818181818182,-1.7047480922384253,5.5,1.7047480922384253,0.5,0.5,0.5,0.0,66.0,66.0,66.0,0.0,66.0,-0.857149574865415,25.764345407893074,8.025804418885498,8.790338084540133,-0.027032121572326543,5.066212470306548,2.2926945493399327,1.613431758420397,1.0
761,8192.0,9.010913347279288,2.0,21.0,3.044522437723423,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,21.0,0.047619047619047616,0.0025634765625,-5.966390909555866,390.0952380952381,5.966390909555866,0.3023681640625,0.6976318359375,0.5,0.1976318359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8841664897438647
762,100.0,4.605170185988092,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.1,-2.3025850929940455,10.0,2.302585092994046,0.45,0.55,0.5,0.05000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9927744539878083
763,250.0,5.521460917862246,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.04,-3.2188758248682006,25.0,3.2188758248682006,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
764,450.0,6.1092475827643655,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.3333333333333333,3.0,0.006666666666666667,-5.0106352940962555,150.0,5.0106352940962555,0.12222222222222222,0.8777777777777778,0.5,0.37777777777777777,5.0,5.0,5.0,0.0,10.0,-1.2074303405572755,-1.2074303405572755,-1.2074303405572755,0.0,0.0,0.0,0.0,0.0,0.5357150195407703
765,475.0,6.163314804034641,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.3333333333333333,3.0,0.00631578947368421,-5.064702515366531,158.33333333333334,5.064702515366531,0.13473684210526315,0.8652631578947368,0.5,0.36526315789473685,5.0,5.0,5.0,0.0,10.0,-1.2066666666666668,-1.2066666666666668,-1.2066666666666668,0.0,0.0,0.0,0.0,0.0,0.5702873371274224
766,500.0,6.214608098422191,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.1,-2.3025850929940455,10.0,2.302585092994046,0.476,0.524,0.5,0.02400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9983373765218819
767,475.0,6.163314804034641,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.3333333333333333,3.0,0.00631578947368421,-5.064702515366531,158.33333333333334,5.064702515366531,0.12842105263157894,0.871578947368421,0.5,0.371578947368421,5.0,5.0,5.0,0.0,10.0,-1.2066666666666668,-1.2066666666666668,-1.2066666666666668,0.0,0.0,0.0,0.0,0.0,0.5530919600687172
768,100.0,4.605170185988092,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.25,-1.3862943611198906,4.0,1.3862943611198906,0.45,0.55,0.5,0.05000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9927744539878083
769,250.0,5.521460917862246,2.0,50.0,3.912023005428146,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,50.0,0.02,0.2,-1.6094379124341003,5.0,1.6094379124341003,0.452,0.548,0.5,0.048000000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9933418121880537
770,625.0,6.437751649736401,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.16666666666666666,0.0096,-4.645992180508347,104.16666666666667,4.645992180508347,0.496,0.504,0.5,0.0040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999538332662392
771,108.0,4.68213122712422,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.6666666666666666,1.5,0.037037037037037035,-3.295836866004329,27.0,3.295836866004329,0.4444444444444444,0.5555555555555556,0.5,0.05555555555555558,4.0,12.0,8.0,4.0,16.0,-1.2002057789591012,-0.7867291052031007,-0.9934674420811009,0.20673833687800025,0.0,0.40208022797767495,0.20104011398883748,0.20104011398883748,0.9910760598382222
772,2178.0,7.686162303492906,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.0013774104683195593,-6.587550014824796,726.0,6.587550014824796,0.44490358126721763,0.5550964187327824,0.5,0.05509641873278237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9912232530606149
773,250.0,5.521460917862246,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.1,-2.3025850929940455,10.0,2.302585092994046,0.496,0.504,0.5,0.0040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999538332662392
774,662.0,6.495265555937008,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.004531722054380665,-5.396653267268898,220.66666666666666,5.396653267268898,0.4788519637462236,0.5211480362537765,0.5,0.021148036253776453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9987091547244374
775,100.0,4.605170185988092,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.25,-1.3862943611198906,4.0,1.3862943611198906,0.43,0.57,0.5,0.06999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9858150371789199
776,250.0,5.521460917862246,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.02,-3.912023005428146,50.0,3.912023005428146,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
777,47.0,3.8501476017100584,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.14893617021276595,-1.9042374526547454,6.714285714285714,1.9042374526547452,0.425531914893617,0.574468085106383,0.5,0.074468085106383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9839393951635759
778,252.0,5.529429087511423,2.0,14.0,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,14.0,0.07142857142857142,0.05555555555555555,-2.890371757896165,18.0,2.8903717578961645,0.49206349206349204,0.5079365079365079,0.5,0.007936507936507936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9998182469603429
779,500.0,6.214608098422191,2.0,25.0,3.2188758248682006,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,25.0,0.04,0.05,-2.995732273553991,20.0,2.995732273553991,0.466,0.534,0.5,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9966619137320387
780,51.0,3.9318256327243257,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.16666666666666666,0.11764705882352941,-2.1400661634962708,8.5,2.1400661634962708,0.4117647058823529,0.5882352941176471,0.5,0.08823529411764708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9774178175281716
782,120.0,4.787491742782046,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,0.016666666666666666,-4.0943445622221,60.0,4.0943445622221,0.475,0.525,0.5,0.025000000000000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99819587904281
783,100.0,4.605170185988092,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.1,-2.3025850929940455,10.0,2.302585092994046,0.4,0.6,0.5,0.09999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9709505944546688
784,140.0,4.941642422609304,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.02142857142857143,-3.8430301339411947,46.666666666666664,3.8430301339411947,0.5,0.5,0.5,0.0,11.0,11.0,11.0,0.0,11.0,-0.9344514724271766,6.744297885220709,2.904923206396766,3.8393746788239427,0.2728371311967839,2.682513454077103,1.4776752926369436,1.2048381614401598,1.0
785,45.0,3.8066624897703196,2.0,46.0,3.828641396489095,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,46.0,0.021739130434782608,1.0222222222222221,0.021978906718775164,0.9782608695652174,-0.02197890671877523,0.4888888888888889,0.5111111111111111,0.5,0.011111111111111101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996437496778561
787,50.0,3.912023005428146,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.5,0.1,-2.3025850929940455,10.0,2.302585092994046,0.48,0.52,0.5,0.020000000000000018,50.0,50.0,50.0,0.0,50.0,-0.39120477862052905,3.198538281484688,1.248753092864942,1.4344704725727793,-0.6420338579547948,0.4251957448660355,-0.033102076471217406,0.40107083299904434,0.9988455359952018
788,186.0,5.225746673713202,2.0,60.0,4.0943445622221,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1.0,60.0,0.016666666666666666,0.3225806451612903,-1.1314021114911006,3.1,1.1314021114911006,0.41397849462365593,0.5860215053763441,0.5,0.08602150537634409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9785423861930186
789,100.0,4.605170185988092,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.1,-2.3025850929940455,10.0,2.302585092994046,0.47,0.53,0.5,0.030000000000000027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974015885677396
