,NumberOfInstances,LogNumberOfInstances,NumberOfClasses,NumberOfFeatures,LogNumberOfFeatures,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfFeaturesWithMissingValues,PercentageOfFeaturesWithMissingValues,NumberOfMissingValues,PercentageOfMissingValues,NumberOfNumericFeatures,NumberOfCategoricalFeatures,RatioNumericalToNominal,RatioNominalToNumerical,DatasetRatio,LogDatasetRatio,InverseDatasetRatio,LogInverseDatasetRatio,ClassProbabilityMin,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilitySTD
1477,13910.0,9.540363284917488,6.0,129.0,4.859812404361672,0.0,0.0,0.0,0.0,0.0,0.0,129.0,1.0,129.0,0.007751937984496124,0.009273903666427032,-4.680550880555816,107.82945736434108,4.680550880555816,0.1179726815240834,0.21631919482386772,0.16666666666666666,0.0387991450687278
991,1728.0,7.454719949364001,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.003472222222222222,-5.662960480135946,288.0,5.662960480135946,0.29976851851851855,0.7002314814814815,0.5,0.20023148148148145
994,846.0,6.740519359606223,2.0,18.0,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,18.0,0.05555555555555555,0.02127659574468085,-3.8501476017100584,47.0,3.8501476017100584,0.2576832151300236,0.7423167848699763,0.5,0.24231678486997635
995,2000.0,7.600902459542082,2.0,47.0,3.8501476017100584,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,47.0,0.02127659574468085,0.0235,-3.750754857832024,42.5531914893617,3.750754857832024,0.1,0.9,0.5,0.4
996,214.0,5.365976015021851,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.1111111111111111,0.04205607476635514,-3.168751437685632,23.77777777777778,3.168751437685632,0.35514018691588783,0.6448598130841121,0.5,0.14485981308411214
997,625.0,6.437751649736401,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.0064,-5.051457288616511,156.25,5.051457288616511,0.4608,0.5392,0.5,0.03920000000000001
1004,600.0,6.396929655216146,2.0,61.0,4.110873864173311,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,30.0,0.03333333333333333,0.10166666666666667,-2.286055791042835,9.836065573770492,2.286055791042835,0.16666666666666666,0.8333333333333334,0.5,0.33333333333333337
1005,214.0,5.365976015021851,2.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.1111111111111111,0.04205607476635514,-3.168751437685632,23.77777777777778,3.168751437685632,0.35514018691588783,0.6448598130841121,0.5,0.14485981308411214
1006,148.0,4.997212273764115,2.0,18.0,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.1875,5.333333333333333,0.12162162162162163,-2.10684051586795,8.222222222222221,2.10684051586795,0.4527027027027027,0.5472972972972973,0.5,0.047297297297297286
1009,63.0,4.143134726391533,2.0,31.0,3.4339872044851463,0.0,0.0,0.0,0.0,0.0,0.0,27.0,5.0,5.4,0.18518518518518517,0.49206349206349204,-0.7091475219063865,2.032258064516129,0.7091475219063864,0.3968253968253968,0.6031746031746031,0.5,0.10317460317460317
1011,336.0,5.817111159963204,2.0,7.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,7.0,0.14285714285714285,0.020833333333333332,-3.871201010907891,48.0,3.871201010907891,0.4255952380952381,0.5744047619047619,0.5,0.07440476190476189
1012,194.0,5.267858159063328,2.0,29.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,0.07142857142857142,14.0,0.14948453608247422,-1.900562329076854,6.689655172413793,1.900562329076854,0.3556701030927835,0.6443298969072165,0.5,0.1443298969072165
1013,138.0,4.927253685157205,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,2.0,0.014492753623188406,-4.23410650459726,69.0,4.23410650459726,0.06521739130434782,0.9347826086956522,0.5,0.4347826086956522
1014,797.0,6.680854678790215,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.005018820577164366,-5.294560317670324,199.25,5.294560317670324,0.1944792973651192,0.8055207026348808,0.5,0.30552070263488085
1015,72.0,4.276666119016055,2.0,3.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.3333333333333333,0.041666666666666664,-3.1780538303479458,24.0,3.1780538303479458,0.16666666666666666,0.8333333333333334,0.5,0.33333333333333337
1016,990.0,6.897704943128636,2.0,13.0,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,2.5,0.4,0.013131313131313131,-4.3327555856670985,76.15384615384616,4.332755585667099,0.09090909090909091,0.9090909090909091,0.5,0.40909090909090906
1019,10992.0,9.30492301446213,2.0,16.0,2.772588722239781,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,16.0,0.0625,0.001455604075691412,-6.532334292222349,687.0,6.532334292222349,0.10407569141193596,0.895924308588064,0.5,0.39592430858806404
1020,2000.0,7.600902459542082,2.0,64.0,4.1588830833596715,0.0,0.0,0.0,0.0,0.0,0.0,64.0,1.0,64.0,0.015625,0.032,-3.4420193761824103,31.25,3.4420193761824107,0.1,0.9,0.5,0.4
1021,5473.0,8.607582191143917,2.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,10.0,0.1,0.0018271514708569341,-6.304997098149872,547.3,6.304997098149872,0.10232048236798831,0.8976795176320117,0.5,0.3976795176320117
1022,2000.0,7.600902459542082,2.0,240.0,5.480638923341991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.0,0.0,0.0,0.12,-2.120263536200091,8.333333333333334,2.120263536200091,0.1,0.9,0.5,0.4
1025,400.0,5.991464547107982,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0125,-4.382026634673881,80.0,4.382026634673881,0.225,0.775,0.5,0.275
1026,155.0,5.043425116919247,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.2857142857142857,3.5,0.05161290322580645,-2.9639835752394106,19.375,2.9639835752394106,0.3161290322580645,0.6838709677419355,0.5,0.18387096774193548
1036,14395.0,9.574636203046277,2.0,216.0,5.375278407684165,0.0,0.0,0.0,0.0,0.0,0.0,216.0,1.0,216.0,0.004629629629629629,0.015005210142410559,-4.199357795362111,66.64351851851852,4.199357795362111,0.06154914901007294,0.9384508509899271,0.5,0.4384508509899271
1038,3468.0,8.151333337900432,2.0,970.0,6.877296071497429,0.0,0.0,0.0,0.0,0.0,0.0,970.0,1.0,970.0,0.0010309278350515464,0.27970011534025374,-1.274037266403004,3.575257731958763,1.274037266403004,0.49163783160322955,0.5083621683967705,0.5,0.00836216839677048
1040,14395.0,9.574636203046277,2.0,108.0,4.68213122712422,0.0,0.0,0.0,0.0,0.0,0.0,108.0,1.0,108.0,0.009259259259259259,0.007502605071205279,-4.892504975922057,133.28703703703704,4.892504975922057,0.06154914901007294,0.9384508509899271,0.5,0.4384508509899271
1041,3468.0,8.151333337900432,10.0,784.0,6.664409020350408,0.0,0.0,0.0,0.0,0.0,0.0,784.0,1.0,784.0,0.0012755102040816326,0.22606689734717417,-1.4869243175500246,4.423469387755102,1.4869243175500246,0.09083044982698962,0.11043829296424452,0.1,0.006615495072925262
1043,4562.0,8.425516402844334,2.0,48.0,3.871201010907891,0.0,0.0,0.0,0.0,0.0,0.0,48.0,1.0,48.0,0.020833333333333332,0.01052170100832968,-4.554315391936442,95.04166666666667,4.554315391936442,0.24813678211310827,0.7518632178868917,0.5,0.2518632178868917
1044,10936.0,9.299815378403785,3.0,27.0,3.295836866004329,0.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,6.0,0.16666666666666666,0.002468910021945867,-6.003978512399456,405.037037037037,6.003978512399456,0.26243599122165323,0.3897220190197513,0.3333333333333333,0.05296734246435422
1045,145.0,4.976733742420574,2.0,94.0,4.543294782270004,0.0,0.0,0.0,0.0,0.0,0.0,94.0,1.0,94.0,0.010638297872340425,0.6482758620689655,-0.43343896015057054,1.5425531914893618,0.43343896015057054,0.05517241379310345,0.9448275862068966,0.5,0.44482758620689655
1046,15545.0,9.651494322492853,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.2,0.000321646831778707,-8.042056410058754,3109.0,8.042056410058754,0.3285944033451271,0.671405596654873,0.5,0.17140559665487295
1048,369.0,5.910796644040527,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,0.02168021680216802,-3.8313551023606913,46.125,3.8313551023606913,0.44715447154471544,0.5528455284552846,0.5,0.05284552845528456
1049,1458.0,7.284820912568604,2.0,37.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,37.0,0.02702702702702703,0.025377229080932786,-3.673902999924379,39.4054054054054,3.673902999924379,0.12208504801097393,0.877914951989026,0.5,0.377914951989026
1050,1563.0,7.354362330421477,2.0,37.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,37.0,0.02702702702702703,0.023672424824056303,-3.743444417777252,42.24324324324324,3.743444417777252,0.10236724248240563,0.8976327575175944,0.5,0.39763275751759436
1053,10885.0,9.295140973668648,2.0,21.0,3.044522437723423,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,21.0,0.047619047619047616,0.0019292604501607716,-6.250618535945224,518.3333333333334,6.250618535945225,0.1934772622875517,0.8065227377124483,0.5,0.3065227377124483
1054,161.0,5.081404364984463,2.0,39.0,3.6635616461296463,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,39.0,0.02564102564102564,0.2422360248447205,-1.4178427188548166,4.128205128205129,1.4178427188548166,0.32298136645962733,0.6770186335403726,0.5,0.17701863354037264
1055,89.0,4.48863636973214,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,3.5,0.2857142857142857,0.0898876404494382,-2.409194828052304,11.125,2.409194828052304,0.2247191011235955,0.7752808988764045,0.5,0.2752808988764045
1056,9466.0,9.155461710466193,2.0,38.0,3.6375861597263857,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1.0,38.0,0.02631578947368421,0.004014367208958377,-5.517875550739808,249.10526315789474,5.517875550739808,0.007183604479188675,0.9928163955208114,0.5,0.49281639552081136
1059,121.0,4.795790545596741,2.0,29.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,29.0,0.034482758620689655,0.2396694214876033,-1.428494715610267,4.172413793103448,1.4284947156102672,0.0743801652892562,0.9256198347107438,0.5,0.4256198347107438
1060,63.0,4.143134726391533,2.0,29.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,29.0,0.034482758620689655,0.4603174603174603,-0.7758388964050588,2.1724137931034484,0.7758388964050588,0.12698412698412698,0.873015873015873,0.5,0.373015873015873
1061,107.0,4.672828834461906,2.0,29.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,29.0,0.034482758620689655,0.27102803738317754,-1.3055330044754323,3.689655172413793,1.305533004475432,0.18691588785046728,0.8130841121495327,0.5,0.3130841121495327
1062,36.0,3.58351893845611,2.0,29.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,29.0,0.034482758620689655,0.8055555555555556,-0.21622310846963594,1.2413793103448276,0.216223108469636,0.2222222222222222,0.7777777777777778,0.5,0.2777777777777778
1063,522.0,6.257667587882639,2.0,21.0,3.044522437723423,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,21.0,0.047619047619047616,0.040229885057471264,-3.2131451501592156,24.857142857142858,3.2131451501592156,0.2049808429118774,0.7950191570881227,0.5,0.29501915708812265
1064,101.0,4.61512051684126,2.0,29.0,3.367295829986474,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,29.0,0.034482758620689655,0.2871287128712871,-1.2478246868547855,3.4827586206896552,1.2478246868547855,0.1485148514851485,0.8514851485148515,0.5,0.35148514851485146
1065,458.0,6.126869184114185,2.0,39.0,3.6635616461296463,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,39.0,0.02564102564102564,0.0851528384279476,-2.4633075379845386,11.743589743589743,2.4633075379845386,0.09388646288209607,0.9061135371179039,0.5,0.4061135371179039
1066,145.0,4.976733742420574,2.0,94.0,4.543294782270004,0.0,0.0,0.0,0.0,0.0,0.0,94.0,1.0,94.0,0.010638297872340425,0.6482758620689655,-0.43343896015057054,1.5425531914893618,0.43343896015057054,0.41379310344827586,0.5862068965517241,0.5,0.08620689655172412
1067,2109.0,7.653969180478774,2.0,21.0,3.044522437723423,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,21.0,0.047619047619047616,0.00995732574679943,-4.609446742755352,100.42857142857143,4.609446742755352,0.15457562825983878,0.8454243717401612,0.5,0.34542437174016116
1068,1109.0,7.011213987350367,2.0,21.0,3.044522437723423,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,21.0,0.047619047619047616,0.018935978358881875,-3.966691549626944,52.80952380952381,3.966691549626944,0.06943192064923355,0.9305680793507665,0.5,0.43056807935076646
1069,5589.0,8.628555659269699,2.0,36.0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1.0,36.0,0.027777777777777776,0.00644122383252818,-5.045036720813588,155.25,5.045036720813588,0.00411522633744856,0.9958847736625515,0.5,0.49588477366255146
1071,403.0,5.998936561946683,2.0,37.0,3.6109179126442243,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,37.0,0.02702702702702703,0.09181141439205956,-2.3880186493024587,10.891891891891891,2.3880186493024587,0.07692307692307693,0.9230769230769231,0.5,0.42307692307692313
1073,274.0,5.6131281063880705,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,0.029197080291970802,-3.5336865647082343,34.25,3.5336865647082343,0.48905109489051096,0.5109489051094891,0.5,0.010948905109489065
1075,130.0,4.867534450455582,2.0,8.0,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,0.125,0.06153846153846154,-2.7880929087757464,16.25,2.7880929087757464,0.08461538461538462,0.9153846153846154,0.5,0.41538461538461535
1077,105.0,4.653960350157523,3.0,22283.0,10.011579334886969,0.0,0.0,0.0,0.0,0.0,0.0,22283.0,1.0,22283.0,4.487726069200736e-05,212.21904761904761,5.357618984729445,0.004712112372660773,-5.357618984729445,0.06666666666666667,0.5523809523809524,0.3333333333333333,0.20113059125659885
1078,105.0,4.653960350157523,3.0,22283.0,10.011579334886969,0.0,0.0,0.0,0.0,0.0,0.0,22283.0,1.0,22283.0,4.487726069200736e-05,212.21904761904761,5.357618984729445,0.004712112372660773,-5.357618984729445,0.06666666666666667,0.5523809523809524,0.3333333333333333,0.20113059125659885
1079,95.0,4.553876891600541,5.0,22277.0,10.011310035064874,0.0,0.0,0.0,0.0,0.0,0.0,22277.0,1.0,22277.0,4.488934775777708e-05,234.49473684210525,5.457433143464333,0.004264488036988823,-5.457433143464333,0.05263157894736842,0.28421052631578947,0.2,0.0784899026623463
1084,220.0,5.393627546352362,3.0,22283.0,10.011579334886969,0.0,0.0,0.0,0.0,0.0,0.0,22283.0,1.0,22283.0,4.487726069200736e-05,101.28636363636363,4.617951788534607,0.00987299735224162,-4.617951788534607,0.2,0.5818181818181818,0.3333333333333333,0.1758620379217807
1100,478.0,6.169610732491456,3.0,10.0,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,1.2,0.8333333333333334,0.02092050209205021,-3.8670256394974105,47.8,3.86702563949741,0.18828451882845187,0.5167364016736402,0.3333333333333333,0.13680508379099443
1104,72.0,4.276666119016055,2.0,7129.0,8.871926251117628,0.0,0.0,0.0,0.0,0.0,0.0,7129.0,1.0,7129.0,0.00014027212792818068,99.01388888888889,4.595260132101573,0.010099593210829007,-4.595260132101573,0.3472222222222222,0.6527777777777778,0.5,0.1527777777777778
1106,190.0,5.247024072160486,14.0,16063.0,9.684273769557766,0.0,0.0,0.0,0.0,0.0,0.0,16063.0,1.0,16063.0,6.225487144369047e-05,84.5421052631579,4.43724969739728,0.011828425574301188,-4.43724969739728,0.05263157894736842,0.15789473684210525,0.07142857142857141,0.030606214191049055
1107,60.0,4.0943445622221,2.0,7129.0,8.871926251117628,0.0,0.0,0.0,0.0,0.0,0.0,7129.0,1.0,7129.0,0.00014027212792818068,118.81666666666666,4.777581688895528,0.00841632767569084,-4.777581688895528,0.35,0.65,0.5,0.15000000000000002
1455,120.0,4.787491742782046,2.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.16666666666666666,6.0,0.05,-2.995732273553991,20.0,2.995732273553991,0.4166666666666667,0.5833333333333334,0.5,0.08333333333333334
1460,5300.0,8.575462099540212,2.0,2.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.5,0.0003773584905660377,-7.882314918980268,2650.0,7.882314918980268,0.4483018867924528,0.5516981132075471,0.5,0.051698113207547164
1458,200.0,5.298317366548036,2.0,10000.0,9.210340371976184,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,1.0,10000.0,0.0001,50.0,3.912023005428146,0.02,-3.912023005428146,0.44,0.56,0.5,0.060000000000000026
1115,151.0,5.017279836814924,3.0,6.0,1.791759469228055,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.4,2.5,0.039735099337748346,-3.2255203675868693,25.166666666666668,3.2255203675868693,0.32450331125827814,0.3443708609271523,0.3333333333333333,0.008259729330626795
1116,6598.0,8.794521851788527,2.0,169.0,5.1298987149230735,0.0,0.0,0.0,0.0,0.0,0.0,167.0,3.0,55.666666666666664,0.017964071856287425,0.025613822370415276,-3.6646231368654534,39.0414201183432,3.6646231368654534,0.1541376174598363,0.8458623825401637,0.5,0.34586238254016366
1117,81.0,4.394449154672439,3.0,12.0,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,12.0,0.08333333333333333,0.14814814814814814,-1.9095425048844386,6.75,1.9095425048844386,0.12345679012345678,0.5679012345679012,0.3333333333333333,0.18228176617572098
1462,1372.0,7.22402480828583,2.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.0029154518950437317,-5.83773044716594,343.0,5.8377304471659395,0.4446064139941691,0.5553935860058309,0.5,0.055393586005830886
1463,100.0,4.605170185988092,2.0,5.0,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.05,-2.995732273553991,20.0,2.995732273553991,0.32,0.68,0.5,0.18000000000000002
1465,106.0,4.663439094112067,6.0,9.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,9.0,0.1111111111111111,0.08490566037735849,-2.466214516775848,11.777777777777779,2.466214516775848,0.1320754716981132,0.20754716981132076,0.16666666666666666,0.028126641226412456
1121,294.0,5.683579767338681,2.0,11.0,2.3978952727983707,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,0.5,0.03741496598639456,-3.285684494540311,26.727272727272727,3.285684494540311,0.2857142857142857,0.7142857142857143,0.5,0.2142857142857143
1122,413.0,6.023447592961033,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,26.479418886198548,3.2763677854427526,0.03776517922457937,-3.2763677854427526,0.16707021791767554,0.8329297820823245,0.5,0.3329297820823245
1123,405.0,6.003887067106539,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,27.002469135802468,3.295928311297246,0.037033650329188005,-3.295928311297246,0.1506172839506173,0.8493827160493828,0.5,0.3493827160493827
1124,201.0,5.303304908059076,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,54.407960199004975,3.9965104703447096,0.01837966349670812,-3.9965104703447096,0.38308457711442784,0.6169154228855721,0.5,0.11691542288557213
1125,146.0,4.983606621708336,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,74.9041095890411,4.316208756695449,0.013350402340892466,-4.316208756695449,0.4726027397260274,0.5273972602739726,0.5,0.0273972602739726
1126,412.0,6.021023349349527,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,26.54368932038835,3.278792029054259,0.03767373811265545,-3.278792029054259,0.3058252427184466,0.6941747572815534,0.5,0.19417475728155342
1127,421.0,6.042632833682381,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,25.97624703087886,3.2571825447214042,0.03849670811997074,-3.2571825447214042,0.1828978622327791,0.8171021377672208,0.5,0.3171021377672209
61,150.0,5.0106352940962555,3.0,4.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.25,0.02666666666666667,-3.624340932976365,37.5,3.624340932976365,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
1129,384.0,5.950642552587727,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,28.479166666666668,3.3491728258160585,0.03511338697878566,-3.349172825816059,0.3229166666666667,0.6770833333333334,0.5,0.17708333333333334
1131,193.0,5.262690188904886,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,56.66321243523316,4.0371251894989,0.017648134601316753,-4.0371251894989,0.35751295336787564,0.6424870466321243,0.5,0.14248704663212433
1132,203.0,5.313205979041787,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,53.87192118226601,3.986609399361998,0.018562545720555962,-3.986609399361998,0.3793103448275862,0.6206896551724138,0.5,0.12068965517241381
1133,347.0,5.849324779946859,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,31.51585014409222,3.4504905984569265,0.03173006583760059,-3.450490598456926,0.17579250720461095,0.8242074927953891,0.5,0.3242074927953891
1135,355.0,5.872117789475416,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,30.805633802816903,3.42769758892837,0.032461594732991955,-3.42769758892837,0.19436619718309858,0.8056338028169014,0.5,0.30563380281690145
1136,250.0,5.521460917862246,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,43.744,3.778354460541539,0.02286027798098025,-3.778354460541539,0.496,0.504,0.5,0.0040000000000000036
1137,546.0,6.302618975744905,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,20.02930402930403,2.9971964026588807,0.049926847110460866,-2.99719640265888,0.47619047619047616,0.5238095238095238,0.5,0.023809523809523836
1140,324.0,5.780743515792329,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,33.75308641975309,3.5190718626114563,0.0296269202633504,-3.5190718626114563,0.3888888888888889,0.6111111111111112,0.5,0.11111111111111113
1141,130.0,4.867534450455582,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,84.12307692307692,4.432280927948203,0.01188734455010973,-4.432280927948203,0.46923076923076923,0.5307692307692308,0.5,0.03076923076923077
1143,363.0,5.8944028342648505,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,30.1267217630854,3.405412544138935,0.03319312362838332,-3.4054125441389345,0.21212121212121213,0.7878787878787878,0.5,0.28787878787878785
1144,329.0,5.796057750765372,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,33.24012158054711,3.5037576276384135,0.030084125822970008,-3.5037576276384135,0.20972644376899696,0.790273556231003,0.5,0.29027355623100304
1145,630.0,6.4457198193855785,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,17.358730158730157,2.854095559018207,0.05760790051207023,-2.854095559018207,0.45396825396825397,0.546031746031746,0.5,0.04603174603174601
1147,337.0,5.820082930352362,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,32.45103857566765,3.479732448051424,0.030815654718361375,-3.479732448051424,0.228486646884273,0.771513353115727,0.5,0.271513353115727
1148,468.0,6.148468295917647,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,23.367521367521366,3.1513470824861387,0.042794440380395024,-3.1513470824861387,0.26495726495726496,0.7350427350427351,0.5,0.23504273504273507
1149,458.0,6.126869184114185,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,23.87772925764192,3.1729461942896005,0.04188002926115582,-3.1729461942896005,0.43231441048034935,0.5676855895196506,0.5,0.06768558951965065
1150,470.0,6.152732694704104,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,23.26808510638298,3.1470826836996815,0.04297732260424287,-3.147082683699681,0.2680851063829787,0.7319148936170212,0.5,0.23191489361702125
1151,138.0,4.927253685157205,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,79.2463768115942,4.372561693246581,0.012618873445501097,-4.372561693246581,0.4420289855072464,0.5579710144927537,0.5,0.05797101449275363
1152,267.0,5.58724865840025,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,40.95880149812734,3.712566720003536,0.024414776883686904,-3.712566720003536,0.25842696629213485,0.7415730337078652,0.5,0.24157303370786518
1153,484.0,6.182084906716632,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,22.59504132231405,3.1177304716871537,0.04425749817117776,-3.1177304716871537,0.4090909090909091,0.5909090909090909,0.5,0.09090909090909091
1154,187.0,5.231108616854587,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,58.481283422459896,4.0687067615491985,0.017099487929773227,-4.0687067615491985,0.32620320855614976,0.6737967914438503,0.5,0.17379679144385027
1155,195.0,5.272999558563747,2.0,10936.0,9.299815378403785,0.0,0.0,0.0,0.0,0.0,0.0,10936.0,1.0,10936.0,9.1441111923921e-05,56.08205128205128,4.026815819840039,0.017831016825164595,-4.026815819840039,0.35384615384615387,0.6461538461538462,0.5,0.14615384615384616
